proto,saddr,daddr,state,dttl,shops,sload,srate,dtcpb,label
arp,192.168.159.150,192.168.159.151,INT,0,0,471.854004,0.983029,0,Attack
udp,192.168.159.1,192.168.159.254,CON,16,0,0,0,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,528.237366,1.100495,0,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::16,UNK,0,0,56484.98438,78.45137,0,normal
igmp,192.168.159.1,0.0.0.1,INT,0,0,0,0,0,normal
igmp,192.168.159.1,0.0.0.1,INT,0,0,0,0,0,normal
igmp,192.168.159.1,0.0.0.1,INT,0,0,0,0,0,normal
igmp,192.168.159.1,0.0.0.1,INT,0,0,0,0,0,normal
udp,192.168.159.1,224.0.0.251,INT,0,0,1445783.125,1807.229004,0,normal
udp,fe80::c938:a595:81e8:acab,ff02::fb,INT,0,0,2067480.25,2153.625244,0,normal
igmp,192.168.159.1,0.0.0.1,INT,0,0,0,0,0,normal
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,1320.58374,3.001327,321141381,normal
arp,192.168.159.2,192.168.159.152,CON,0,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1397.970459,3.177206,1256943792,normal
udp,fe80::6122:f65a:207:566a,ff02::1:2,REQ,,,0,0,0,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
arp,192.168.159.1,192.168.159.254,CON,0,0,0,0,0,normal
arp,192.168.159.150,192.168.159.2,CON,0,0,0,0,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,470.43161,0.980066,0,Attack
arp,192.168.159.1,192.168.159.2,INT,0,0,619.884766,1.291427,0,normal
udp,192.168.159.1,192.168.159.255,INT,0,0,0,0,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,469.604553,0.978343,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,455.082275,0.948088,0,Attack
udp,fe80::6122:f65a:207:566a,ff02::1:2,REQ,0,0,0,0,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,469.034912,0.977156,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,470.387543,0.979974,0,Attack
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
udp,192.168.159.152,224.0.0.251,INT,0,1,0,0,0,normal
udp,fe80::20c:29ff:fea5:ca5e,ff02::fb,INT,0,1,0,0,0,normal
arp,192.168.159.150,192.168.159.2,CON,0,0,0,0,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,472.106476,0.983555,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,364.590088,0.759563,0,Attack
udp,fe80::6122:f65a:207:566a,ff02::1:2,REQ,0,0,0,0,0,normal
udp,192.168.159.154,192.168.159.255,INT,0,0,0,0,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,189.999954,0.395833,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,1393.022217,3.16596,1256943794,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1370.917236,3.115721,321141383,normal
arp,192.168.159.150,192.168.159.151,INT,,,0,0,0,Attack
arp,192.168.159.150,192.168.159.2,CON,,,0,0,0,Attack
arp,192.168.159.150,192.168.159.151,INT,,,409.538849,0.853206,0,Attack
arp,192.168.159.150,192.168.159.151,INT,,,303.166962,0.631598,0,Attack
arp,192.168.159.150,192.168.159.151,INT,,,90.620171,0.188792,0,Attack
arp,192.168.159.150,192.168.159.151,INT,,,299.165649,0.623262,0,Attack
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,463.530762,0.965689,0,Attack
udp,192.168.159.1,239.255.255.250,INT,0,0,1731.102783,1.001796,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.277527,1.002662,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1396.001099,3.17273,1256943796,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1319.281006,2.998366,321141385,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,528.722778,1.101506,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,379446.6563,790.513855,0,Attack
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,1384.043823,3.145554,321141387,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1398.383667,3.178145,1256943798,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
arp,192.168.159.150,192.168.159.2,CON,0,0,0,0,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,374.844147,0.780925,0,Attack
ipv6-icmp,fe80::20c:29ff:fe9f:b695,ff02::2,NRS,0,1,0,0,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,367.341553,0.765295,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,380.476013,0.792658,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,443.464325,0.923884,0,Attack
udp,192.168.159.1,239.255.255.250,INT,0,0,1730.959961,1.001713,0,normal
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
arp,192.168.159.1,192.168.159.2,INT,0,0,481.235413,1.002574,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,468.968079,0.977017,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,1361.769531,3.094931,1256943800,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1291.16687,2.93447,321141389,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,320.854126,0.668446,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,0,0,1256943802,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,0,0,321141391,normal
udp,192.168.159.1,239.255.255.250,INT,0,0,1731.311401,1.001916,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.272888,1.002652,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1366.62085,3.105957,321141393,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1400.435425,3.182808,1256943804,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.294708,1.002697,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,0,0,0,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1375.57605,3.126309,321141395,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1397.064941,3.175148,1256943806,normal
udp,192.168.159.1,239.255.255.250,INT,0,0,1730.833374,1.00164,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,432.831818,0.901733,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,528.869995,1.101812,0,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,FIN,128,0,180.474396,0.410169,1256943811,normal
tcp,192.168.159.152,18.196.251.237,FIN,128,0,179.905014,0.408875,321141400,normal
arp,192.168.159.2,192.168.159.152,CON,0,0,0,0,0,normal
udp,192.168.159.152,212.72.72.1,CON,128,,,,0,normal
udp,192.168.159.152,212.72.72.1,CON,128,,,,0,normal
udp,192.168.159.152,205.251.197.117,CON,128,0,0,0,0,normal
udp,192.168.159.152,205.251.197.117,CON,128,0,0,0,0,normal
udp,192.168.159.152,192.112.36.4,CON,128,0,0,0,0,normal
udp,192.168.159.152,192.112.36.4,CON,128,0,0,0,0,normal
udp,192.168.159.152,192.33.14.30,CON,128,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,2563.494629,4.74019,1876975660,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,2522.844482,4.651262,383854375,normal
udp,192.168.159.1,239.255.255.250,INT,0,0,1730.920654,1.00169,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.2276,1.002558,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.271332,1.002649,0,normal
udp,192.168.159.1,192.168.159.255,INT,0,0,0,0,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,0,0,0,normal
arp,192.168.159.152,192.168.159.2,CON,0,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,0,0,383854451,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,0,0,1876975734,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1316.112183,2.991164,1876975762,normal
arp,192.168.159.2,192.168.159.152,CON,0,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1318.225708,2.995968,383854480,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.285309,1.002678,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.224701,1.002551,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1358.552979,3.08762,383854482,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,1397.94812,3.177155,1876975764,normal
udp,192.168.159.1,239.255.255.250,INT,0,0,1730.58667,1.001497,0,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,269.25528,0.611944,383854484,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,270.718414,0.615269,1876975766,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,144.31041,0.334052,383854515,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,140.456879,0.325132,1876975796,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.194336,1.002488,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,143.983109,0.333294,383854573,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,0,0,1876975852,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,481.289185,1.002686,0,normal
arp,192.168.159.1,192.168.159.2,INT,0,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,144.33934,0.334119,383854631,normal
ipv6-icmp,fe80::c938:a595:81e8:acab,ff02::1:ff00:1,NNS,0,1,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,146.292099,0.338639,1876975880,normal
arp,192.168.159.152,192.168.159.2,CON,0,0,0,0,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,143.769012,0.332799,383854689,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,145.434769,0.336655,1876975936,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,366.656769,0.763868,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,95.837585,0.221846,383854747,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,103.021049,0.238475,1876975992,normal
ipv6-icmp,fe80::20c:29ff:fe9f:b695,ff02::16,UNK,0,0,3834.069824,5.325097,0,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,469.03363,0.977153,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,146.747009,0.339692,383854805,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,145.368393,0.336501,1876976048,normal
arp,192.168.159.150,192.168.159.151,INT,0,0,468.929596,0.976937,0,Attack
tcp,192.168.159.152,18.196.251.237,CON,128,0,391.555511,0.895325,383854863,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,437.345886,1.000029,1876976104,normal
udp,192.168.159.150,220.233.156.30,CON,128,0,0,0,0,Attack
arp,192.168.159.150,192.168.159.151,INT,0,0,469.028381,0.977143,0,Attack
arp,192.168.159.150,192.168.159.2,CON,0,0,0,0,0,Attack
udp,192.168.159.1,239.255.255.250,INT,0,0,1730.471069,1.00143,0,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,143.519119,0.33222,383854923,normal
tcp,192.168.159.152,18.196.251.237,CON,128,0,142.237579,0.329254,1876976162,normal
tcp,192.168.159.150,192.168.159.152,RST,64,29,304761.9063,634.920654,3560653045,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,366412.2188,763.358826,3560677371,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,372093,775.193787,3560697883,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,365296.8125,761.035034,3560717997,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,361990.9688,754.147827,3560738565,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,376175.5313,783.699036,3560759239,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,376175.5313,783.699036,3560779216,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,365853.6563,762.195129,3560799146,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,353721.4375,736.919678,3560819619,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,377358.4688,786.163513,3560840846,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,293398.5313,611.246948,3560860741,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,150375.9375,313.283203,3560886356,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,314136.125,654.450256,3560936141,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,343593.4063,715.81958,3560960029,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,351906.1563,733.137817,3560981850,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,352941.1875,735.294128,3561003136,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,357408.7813,744.601624,3561024417,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,347574.2188,724.112915,3561045414,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,307298.3438,640.204834,3561067081,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,321285.1563,669.344055,3561091412,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,233009.7031,485.436859,3561114730,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,328992.4375,685.40094,3561146998,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,329444.0625,686.341797,3561169727,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,272572.4063,567.859192,3561192490,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,329896.9063,687.285217,3561220010,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,262725.7813,547.345398,3561242721,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,339702.75,707.71405,3561271283,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,355292.375,740.192444,3561293436,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,350364.9688,729.927002,3561314456,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,517241.375,1077.586182,3561335795,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,552995.4375,1152.07373,3561350322,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,490797.5625,1022.494873,3561363901,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,505263.1563,1052.631592,3561379155,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,524017.4688,1091.703125,3561394012,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,430493.2813,896.861023,3561408331,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,484848.5,1010.101013,3561425764,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,419213.9688,873.362427,3561441210,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,550458.6875,1146.78894,3561459121,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541149.9375,1127.395752,3561472743,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511182.125,1064.962769,3561486608,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528052.8125,1100.109985,3561501268,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,510095.625,1062.699219,3561515475,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528052.8125,1100.109985,3561530169,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,490797.5625,1022.494873,3561544377,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,389926.9063,812.347717,3561559621,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,449017.7813,935.453674,3561579028,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,520607.375,1084.598755,3561595597,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513918.625,1070.663818,3561609998,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,512273.2188,1067.23584,3561624594,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,356877.3125,743.494446,3561639233,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,304955.5313,635.324036,3561660258,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,456273.7813,950.570374,3561684889,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,403361.3438,840.336121,3561701562,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,231884.0625,483.091797,3561720034,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,473840.0625,987.166809,3561752441,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511727.0938,1066.098145,3561768038,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,516129.0313,1075.268799,3561782691,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,505263.1563,1052.631592,3561797241,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,495356.0313,1031.991699,3561812079,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,504201.6875,1050.420166,3561827212,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498442.375,1038.421631,3561842078,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,387722.125,807.754456,3561857260,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,471976.4375,983.284241,3561876499,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,488798.3438,1018.329895,3561892367,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,517241.375,1077.586182,3561907683,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,466472.2813,971.817261,3561922212,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,495356.0313,1031.991699,3561938300,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,506329.125,1054.852295,3561953438,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498442.375,1038.421631,3561968236,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,421422.2813,877.963074,3561983291,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,475247.5313,990.098999,3562001067,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,507936.5313,1058.20105,3562016858,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,457142.875,952.380981,3562031645,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,310679.625,647.249207,3562048016,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,423280.4063,881.834229,3562072242,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,470127.3438,979.431946,3562089855,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,473372.75,986.193237,3562105846,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,483870.9688,1008.064514,3562121679,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,436760.6875,909.918091,3562137157,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,463320.4688,965.250977,3562154356,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,376470.5625,784.313721,3562170661,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,450704.25,938.967163,3562190479,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,441988.9375,920.810303,3562207310,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,502092.0625,1046.025146,3562224107,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,495867.7813,1033.057861,3562239031,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,366972.5,764.526001,3562254143,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,508474.5625,1059.322021,3562274588,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,518358.5313,1079.913574,3562289338,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,485338.75,1011.122375,3562303778,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,432822.375,901.713318,3562319277,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,395387.125,823.723206,3562336736,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,374123.1563,779.423218,3562355617,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,475718.5313,991.080261,3562375609,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,507936.5313,1058.20105,3562391520,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528634.375,1101.321655,3562406142,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,461538.4688,961.538452,3562420301,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,428954.4063,893.655029,3562436573,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,317250.5,660.938538,3562454059,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,493319.625,1027.749268,3562477730,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,411311.0313,856.89801,3562493054,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498442.375,1038.421631,3562511224,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,558139.5625,1162.790771,3562526171,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,482897.375,1006.036194,3562539588,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498442.375,1038.421631,3562555147,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,546075.0625,1137.656372,3562570207,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,494335.75,1029.866089,3562583895,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,413436.6875,861.326477,3562599185,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532150.75,1108.647461,3562617359,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541760.75,1128.668213,3562631348,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,559440.5625,1165.501099,3562645171,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,327868.8438,683.06012,3562658605,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,549828.1875,1145.475342,3562681461,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,565371,1177.856323,3562695088,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,566037.75,1179.245239,3562708326,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,555555.5625,1157.407349,3562721617,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541149.9375,1127.395752,3562735093,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528634.375,1101.321655,3562748956,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525739.3125,1095.290161,3562763160,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,500521.375,1042.752808,3562777441,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,529801.3125,1103.752808,3562792405,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,505795.5625,1053.740723,3562806542,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,516684.625,1076.42627,3562821376,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,529217.1875,1102.535889,3562835900,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,440366.9688,917.431152,3562850063,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,509554.125,1061.571167,3562867099,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,566037.75,1179.245239,3562881832,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,568720.375,1184.834106,3562895067,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,535714.25,1116.071411,3562908247,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,558139.5625,1162.790771,3562922233,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,494845.375,1030.927856,3562935679,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,510638.3125,1063.829834,3562950841,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,507936.5313,1058.20105,3562965557,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541149.9375,1127.395752,3562980291,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,563380.25,1173.708862,3562994131,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,554272.5,1154.734375,3563007459,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541149.9375,1127.395752,3563020979,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,419947.5313,874.890686,3563034846,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525164.125,1094.091919,3563052743,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511727.0938,1066.098145,3563067008,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,521172.625,1085.776245,3563081679,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,584652.875,1218.026733,3563096034,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,554913.3125,1156.069336,3563108866,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,442804.4375,922.509216,3563122378,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532150.75,1108.647461,3563139355,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,537514,1119.820801,3563153449,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,494335.75,1029.866089,3563167399,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,516684.625,1076.42627,3563182617,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,530973.4375,1106.194702,3563197007,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,473840.0625,987.166809,3563211129,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,418118.4688,871.080139,3563226948,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,520043.3438,1083.423584,3563244898,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,530386.75,1104.97229,3563259319,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,546697.0625,1138.952148,3563273458,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513918.625,1070.663818,3563287173,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,518918.9063,1081.081055,3563301773,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,579710.125,1207.729492,3563316280,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,522875.8125,1089.324585,3563329164,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,506329.125,1054.852295,3563343501,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,428571.4063,892.857117,3563358314,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,588235.3125,1225.490234,3563375812,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,458015.2813,954.198547,3563388561,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513368.9688,1069.518677,3563404941,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,408163.2813,850.340149,3563419554,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,489296.625,1019.367981,3563437925,Attack
